arxiv_id,query,rank
2511.13612,bridging symbolic reasoning and physical reality,12347
2511.11593,lack of interpretability in black-box graph models,7535
2512.13186,mismatch between molecular graph and physical reality,128
2511.03095,misspecification in anomaly detection methods,13962
2512.13741,lack of robust and lightweight jailbreak defense,4696
2512.2255,fragmentation of encoder-decoder forecasting design,10105
2512.16901,historical stereotypes embedded in training corpora,78
2512.11145,dimensionality reduction challenges for high-dimensional ensembles,326
2512.2042,excessive complexity in multi-task architecture design,7145
2511.15432,lack of transparency in how tabular ICL models function,463
2512.01457,inefficient fixed-budget sampling in LLMs,9955
2512.09198,reducing postoperative complications in cardiac procedures,431
2511.15067,inadequate prognostic accuracy of staging systems,19470
2511.06157,high computational cost of neural architecture search,746
2511.11743,accuracy loss and instability in quantized networks,6420
2606.03238,understanding failure dynamics in fine-tuning,8911
2605.29467,intractability of inference in deep architectures,3833
2605.1294,performance lag of PCs versus Transformers,1056
2605.12312,temporal correspondence issues in control tasks,10606
2606.0013,prohibitive storage costs for large models,8786
2605.10189,catastrophic forgetting in protein model training,15089
2605.05524,lack of interpretability in causal representation learning,7442
2605.18826,entanglement of information redistribution and relevance,6103
2605.13652,perplexity failing to capture solution quality,25765
2605.13687,context length limitations in autoregressive models,20992
2605.00082,prohibitive inference cost of the Forward-Forward algorithm,7830
2605.12058,trade-off between gradient variance and learning signal,4416
2605.02278,inability of attention to maintain consistent feature relationships,10818
2605.11347,difficulty of backpropagating through non-differentiable generators,52
2605.16806,modality degradation in educational data fusion,356
2605.04418,numerical instability during large-scale pre-training,4516
2605.18864,reward hacking and anchoring in RL training,425
2605.31558,limitations in length generalization for transformers,40044
2605.18224,encoder mean becoming input-independent during training,625
2605.02943,lack of standardized medical RL benchmarks,5045
2106.03518,dataset bias favoring adjacent clauses in emotion extraction,1046
2107.04132,challenges of high-fidelity 3D environment training,47
2112.05417,difficulty of maintaining story consistency during edits,7132
2108.07005,uncoordinated slots in non-autoregressive SLU models,2565
2105.1388,high computational cost of training large models from scratch,12180
2107.04007,difficulty getting machines to produce creative text,11993
2110.02834,poor entity representation in multi-relational graphs,1836
2105.11698,lack of logic control in automated question generation,2865
2111.13611,choosing the best documents for relation extraction,10
2109.0685,incompleteness of existing OIE ground truth,34016
2106.01354,"reasoning systems producing only single, limited rationales",26778
2110.08144,independent slot extraction errors in OpenIE,3622
2106.07275,separating grounding from response generation in dialog,898
2109.13089,manual effort required to track AI research progress,2193
2110.12201,lack of specialized language models for Spanish legalese,2
2106.01666,lack of user trust in recommendation chatbots,30017
2109.09825,scarcity of training data for zero pronouns,74
2111.05721,tedious nature of analyzing legal case texts,574
2110.08551,high inference speed and resource requirements of PLMs,2987
2211.04476,systematic errors in pretrained NLP models,17842
2212.10189,models struggling with missing facts in knowledge bases,482
2210.13236,lack of typological diversity in NLP probing studies,114
2210.09338,models failing to reason across text and structured knowledge,6132
2206.11147,inefficient data access patterns in language models,10225
2212.09278,incompatibility of conversational models with generative PLMs,23570
2208.00638,high cost of sequence space optimization for text control,10361
2210.17517,lack of diverse benchmarks for mathematical AI tasks,1575
2208.09354,complexity of clinical note annotation and extraction,3289
2210.07519,assessing rationality in AI using cognitive benchmarks,12934
2210.07382,improving multi-step reasoning in interactive text games,17
2212.08105,sub-optimal classification performance for Chinese texts,82
2210.0634,removing references to non-existent prior patient history,787
2207.14393,high cost of collecting human-annotated dialogue data,1495
2210.07493,lack of emotional consistency in generated stories,13452
2210.15387,scarcity of annotated data for atypical speech,14988
2212.08635,lack of training data for specialized QA models,18636
2210.05773,language barriers for non-native speakers in retail settings,17
2211.1488,dependence on large amounts of annotated data,10983
2210.13312,language models lacking understanding of mental states,4402
2312.09907,lack of datasets and models for German text simplification,24
2311.09033,lack of large-scale linguistic acceptability datasets,216
2310.16225,annotation errors and inconsistencies in standard NER data,1598
2310.04407,relying on heuristics for contrastive loss training,2178
2311.03963,distinguishing between literal and figurative meanings,4051
2310.06422,subtle manipulation in digital news media,12672
2309.11508,labor-intensive nature of grading textual exams,163
2310.16763,instability and complexity of standard RLHF training,32719
2310.14107,limited domain transfer of visual groundings,1417
2312.00584,ethical risks of using AI in legal systems,126
2311.00262,poor transferability of dialogue policies to new cases,18567
2309.14379,manual labor bottleneck in qualitative research,458
2310.18371,need for expert annotations for complex reasoning,5257
2312.16659,difficulty framing ideas and using metaphors,588
2311.07022,lack of robust evaluation for video-language models,2145
2311.07925,high noise in EEG-to-speech data,171
2311.04931,high cost of state-of-the-art LLM infrastructure,390
2312.01398,legal language being difficult for non-experts,1085
2309.13702,challenges in interactive storytelling evaluation,3
2311.17892,lack of linguistic structure in black-box models,1415
2412.03331,scarcity of parallel data for low-resource languages,2451
2411.145,bias inherent in large language models,38099
2412.0937,WSD models requiring pre-identified spans,33824
2412.15277,overfitting during vision-language prompt tuning,13231
2412.11385,excessive use of specific words in LLM outputs,14791
2411.14497,high cost of collecting high-quality instruction data,3777
2412.17747,high latency of generating explicit reasoning steps,33045
2411.07845,lack of standardized ethical concern taxonomies,370
2412.04342,lack of knowledge integration in machine translation,15886
2412.20072,LLM token limits when analyzing hybrid data,1079
2410.18336,focus on correctness rather than innovative problem solving in AI,7576
2410.13413,lack of supervision for open-ended reasoning tasks,24928
2412.11556,poor attention to full context in causal language models,15360
2410.23746,detectors failing against adversarial prompts and revisions,5809
2412.0843,bias and lack of personalization in AI mentoring,3283
2411.03769,lack of cultural diversity in existing image-captioning benchmarks,499
2411.02461,difficulty balancing safety and honesty in AI,3935
2410.15956,English-centric biases in non-English model outputs,596
2410.2389,slow and inaccurate machine translation in low-resource settings,15385
2411.00029,parameter-efficient fine-tuning methods distorting pre-trained features,1469
2511.01359,NLI models only checking complete sentences rather than prefixes,220
2511.01689,difficulty controlling AI assistant personality and values,770
2511.01305,standard RAG failing to resolve technical cross-references,546
2511.1722,language models agreeing with incorrect user suggestions,4665
2601.09719,Pre-LN overhead and activation growth at depth,616
2511.07458,existing metrics like ROUGE relying on surface-level overlap,4102
2511.08507,lack of large-scale datasets for sentence-level sign translation,24
2512.02363,ensuring accuracy and safety in sensitive domain QA,371
2511.17405,multiple-choice leakage in vision-language benchmarks,2608
2601.00797,lack of discursive depth in traditional social science surveys,234
2511.14603,difficulty identifying high-risk patients after kidney injury,5
2511.21737,inability to verify if LLM internal knowledge is robustly aligned,8365
2510.26543,redundant information in relational model operators,873
2512.12168,poor performance of heuristic-based diffusion text decoding,13622
2512.07218,LLM failure to handle complex time-based constraints,11975
2512.09563,systems struggling with context-dependent rhetorical strategies,3029
2602.2337,inference costs and window limitations of existing models,12742
2512.03082,models favoring their own initially chosen evaluation options,10525
2601.0972,static data representation failing to capture changing information,4669
2512.1008,models mimicking human reasoning without semantic grounding,1839
2605.26893,models generating plausible but incorrect reasoning chains,1843
2605.29889,format-dependent performance in clinical decision tasks,7
2605.19723,lack of systematic understanding of math performance in LLMs,9200
2605.09253,high-loss tokens persisting despite convergence,3496
2605.2524,lack of justification for choosing specific evaluation methodologies,26012
2606.08056,models failing to capture non-lexical pointing gestures,2
2605.15102,loss of dependency in non-adjacent dialogue turns,9203
2605.04523,reliance on single-model outputs in RAG tasks,4608
2605.22963,LLMs failing to explicitly link responses to source documents,513
2605.07271,sudden accuracy collapse in pruned language models,7590
2605.10606,measuring stylistic information retention in LLM rewrites,42
2605.09533,high cost and unclear benefits of domain adaptation strategies,1186
2605.28669,models lacking explicit semantic meaning representations,448
2605.01831,reward models failing to adapt to diverse user preferences,2242
2605.07234,high memory usage of key-value caches in long prompts,10419
2605.2073,high cost of inference with long demonstration sequences,43025
2605.28006,opaque inferential structures in language models,1248
2605.23039,models learning unacceptable language without negative feedback,25202
2605.27091,unreliable uncertainty quantification in open-ended tasks,5431
2605.09536,accuracy degradation during fast parallel text generation,8240
2108.13344,lack of diverse labeled data for agricultural robotics,12336
2106.11054,lack of transparency in self-supervised models,1605
2107.07191,high cost of data labeling for medical diet management,8290
2111.1323,poor model performance across independent medical centers,42034
2111.04138,high computational cost of interpreting neural networks,2069
2110.06443,difficulty disentangling style and content features,2665
2111.12873,models failing to handle non-geometric transformations,64
2112.12072,handling heterogeneous multimodal content in news,5721
2112.11242,high cost and labor-intensiveness of field scouting,6905
2105.08655,data scarcity for aerial post-disaster image analysis,450
2106.10731,difficulty identifying new categories in unlabeled datasets,6969
2108.08344,lack of standardized datasets for video question answering and action recognition,18
2105.10686,difficulty distinguishing stone types in endoscopic video,42657
2111.15,lack of spatial flexibility in prototypical part networks,26876
2109.01594,fixed kernel operations limiting information flow in CNNs,1999
2110.1232,abstract encoding of web page structure in DOM trees,1458
2106.11236,effectiveness of location obfuscation for sensitive species,2
2105.09596,semantic gaps and feature extraction in pyramid networks,5562
2107.02156,fragmented research field with specialized tracking models,23495
2107.02655,challenges in segmenting pediatric CT scans due to size heterogeneity,4654
2209.15458,lack of general-purpose representation learning for spatial shapes,15506
2209.04648,difficulty separating cracks from complex backgrounds,67
2211.1063,confounding information in fetal ultrasound screenings,4251
2212.00935,loss of local detail in standard edge detection networks,5999
2212.00352,scarcity of labeled datasets for underwater acoustic imaging,16
2209.11693,modeling complex world dynamics for robotic control,4914
2209.12746,trade-off between fidelity and editability in image inversion,2250
2212.08731,need for large-scale datasets with 3D annotations,3424
2208.00223,data scarcity for autonomous driving perception,15149
2212.10537,failure of models to identify multi-attribute objects,11276
2206.07634,high cost of labeling for LiDAR datasets,170
2207.00067,practicality of unsupervised domain adaptation assumptions,35459
2208.07021,high computational cost and low accuracy in frame prediction,493
2209.12599,difficulty bridging modality gaps without fully paired datasets,27084
2209.03466,vulnerability of generative models to intellectual property theft,3322
2208.00788,models failing to capture temporal information in deepfakes,3878
2209.08891,models adopting stereotypes through unicode scripts,362
2207.05957,domain shift between known and unknown classes,43455
2209.06629,poor performance of standard retrieval models for sketches,1493
2206.10177,limited spatio-temporal modeling in spiking networks,10396
2311.18775,difficulty generating coherent outputs across different media types,21624
2310.1467,models relying on shortcuts instead of visual understanding,7098
2312.01367,gap between text and image modalities in recognition,23312
2312.02189,noisy artifacts and multi-faced geometry in 3D generation,1759
2312.04913,vulnerability of VLP models to adversarial examples,1417
2310.15098,high cost of pixel-wise annotation for medical imaging,17412
2309.11858,artifacts and instability in interior tomographic reconstruction,11237
2309.10783,inability of models to interpret multimodal relationships,3103
2310.13103,low accuracy of CNN-based forgery detection models,9136
2311.03035,high inference latency in vision transformers,30543
2310.20695,lack of structural priors in vision pre-training,9795
2311.15876,error accumulation in multi-task medical workflows,612
2312.14481,limited flexibility of category-based prompts in SAM,33343
2312.04746,diagnostic data scarcity in pathology foundation models,19143
2310.1263,difficulty detecting cardiovascular conditions early,2456
2311.0924,lack of scalable methods for epidemic exposure modeling,2418
2310.04461,efficient planning of high-throughput dynamic experiments,377
2401.02433,secure multi-modal data fusion across clients,27
2311.11014,manual annotation burden for lesion analysis,7
2311.02782,domain-specific limitations of anomaly detection models,15319
2412.16859,probabilistic discrepancies between synthetic and real data,9466
2410.20358,poor pose accuracy in occluded scenarios,1181
2412.05275,lack of fine-grained control in text-to-video models,110
2412.08771,high computational cost of long visual sequences,5579
2411.04642,limited text recognition capability in standard VL models,829
2411.18068,anatomical distortions in 2D pose generation,2258
2411.16721,high cost of existing VLM security defenses,24080
2412.03347,maintaining temporal motion consistency in video editing,3034
2412.18966,high cost of training video generation models from scratch,8039
2412.02142,lack of standardization in user-specific model adaptation,13629
2412.09389,identity drift and quality decline in generated video,10088
2411.05307,ineffective integration of network-level noise in segmentation,23372
2410.2028,computational cost of spatio-temporal attention,5793
2411.01851,difficulty matching features across varying light and angle,3
2412.10151,lack of passage relevance testing in VQA benchmarks,3157
2410.12761,safety methods reducing image quality or requiring retraining,24852
2412.13376,vulnerability of 3D models to viewpoint changes,8796
2412.18743,poor performance of disentangled models on novel attribute combinations,2702
2412.11381,SAM performance drop on non-natural technical datasets,24682
2412.19867,high memory and compute cost of large generative models,26345
2512.22536,identity drift and scene inconsistency in video synthesis,584
2511.06406,performance decline when sensors fail in multi-modal systems,8082
2510.23956,unintended global image changes during local edits,3171
2512.02743,failure to interpret nuanced hate speech in videos,19564
2511.07301,biased pseudo-labels in domain adaptation,16394
2512.05941,difficulty with fine-grained localization in GUI agents,4272
2511.149,lack of consistent labels and rationale in medical AI,32399
2511.18152,over-smoothing and degradation-specific model limitations,12519
2511.10894,computational intensity of standard rainfall models,244
2511.19367,lack of clinical interpretability in tumor staging models,5991
2512.08477,unnatural distortions from rigid image warping,14150
2512.06521,model failure due to varying environmental conditions,11300
2511.17699,models failing to accurately count items in text or images,458
2512.2302,inability to ground objects not in the training set,16008
2512.11941,domain shift between seen and unseen action classes,740
2511.22048,instability and artifacts in generative image restoration,7149
2511.19835,quadratic complexity of attention in long videos,31945
2512.08542,chromatic aberration in color channel generation,4753
2512.08243,difficulty in capturing both local and global image features,15561
2512.21641,static models failing to interpret motion-based references,296
2606.00094,inefficiency in learning low-dimensional data structures,26827
2605.13586,"models failing to generate dense, complex object arrangements",273
2605.20551,high computational cost of feature extraction in VPR,28948
2605.24475,model failure when data views provide inconsistent information,46004
2606.08034,lack of visually grounded STEM benchmarks in non-English languages,1808
2605.22066,geometric ambiguity in sparse ultrasound data,530
2606.0762,infeasibility of exhaustive fault testing in large transformers,677
2605.22581,difficulty matching visual input to rasterized building floorplans,470
2606.04365,missing per-lesion annotation in medical imaging models,155
2605.12495,lack of stable supervision for complex multimodal generation,6282
2605.18349,high computational cost of attention in resource-constrained devices,3678
2605.14113,hallucination of post-hoc reasoning in medical language models,1296
2606.02178,difficulty of spotting forgeries that lack physical noise artifacts,2400
2605.20901,resolving future interactions from short video clips,2085
2605.22715,device dependency in IMU-based motion tracking,281
2605.01024,performance drop in MLLMs when modalities are conflicting or missing,935
2605.16076,high manual labor in agricultural diagnostic tasks,6338
2605.20624,high latency in holistic video restoration models,12209
2605.07019,loss of accuracy when shrinking text to fit visual token limits,2932
2605.16427,poor generalization of cardiac segmentation across clinical sites,2070
