arxiv_id,query,rank
2212.09328,can quantum algorithms speed up reinforcement learning training?,1
2206.14244,how can we decouple visual representation and dynamics in robotic reinforcement learning?,1
2211.04343,how can we automate the design of optimal quantum circuits?,2
2211.05182,how to measure the effectiveness of counseling techniques in online support sessions?,1
2208.09554,how can robots combine human instructions and models to learn tasks quickly?,17
2208.03454,how can graph neural networks be used for tag-based recommendation systems?,14
2401.10745,what are the ethical guidelines for governing highly advanced language models?,1
2309.10426,how can robots learn to manipulate and stack complex groups of objects?,8
2310.12931,can large language models generate effective reward functions for robotics?,37
2312.09799,how can we use perceptual masking to reduce video bitrate without quality loss?,1
2312.08847,how can we incorporate domain knowledge into neural networks for process prediction?,5
2311.1377,how can we convert body gestures into digital calligraphy art?,1
2312.08571,can modifying the phase spectrum improve speech recognition model performance?,1
2310.18316,how can binary hypervectors be used to model cognitive processes?,2
2311.03362,what are the best methods to verify the safety of AI in autonomous parking systems?,42
2310.12866,how can deep learning models predict ovarian cancer treatment effectiveness from images?,2
2309.05787,how to design autonomous systems that learn from human feedback and observation?,291
2312.07753,what is a better way to perform attention on tabular datasets to improve performance?,30
2311.03567,how can we make human-in-the-loop systems more equitable for diverse populations?,13
2311.16204,what are the best computational methods to minimize costs when rebalancing investment funds?,1
2311.02847,how can large language models help robots manipulate previously unseen objects?,5
2309.17288,how can I dynamically generate and coordinate a team of specialized AI agents?,20
2311.13725,what are artists' primary concerns regarding the rise of AI-generated content?,2
2310.10863,how to plan camera views for multiple drones filming in cluttered spaces?,1
2310.05751,what are the foundational ethical principles for responsible AI development in the US?,20
2312.14625,how can malicious actors manipulate navigation systems to increase traffic congestion?,1
2412.05586,are neuro-symbolic models better than LLMs at solving visual abstract reasoning tests?,4
2411.01789,can large language models automatically generate assertions from Javadoc comments?,106
2412.17338,how can contrastive learning improve the interpretability of neural topic models?,1
2410.10924,how to accurately measure dependency between variables in complex unstructured data?,3304
2412.0948,what are the key parameters required for machines to acquire and apply knowledge?,1
2412.17288,how to enable robots to follow natural language instructions using visual feedback?,55
2412.16425,what is the most robust way to detect and classify cells in pathology images?,28
2412.12198,how do humans detect objects differently in parallel versus serial search tasks?,1
2410.18861,how to implement effective watermarks for open-source large language models?,4
2410.15048,how can autonomous agents dynamically adapt their roles and capabilities during collaboration?,2
2412.16925,how can I create a composite index to track shifts in public sentiment over time?,1
2410.08911,what is a systematic way to observe and analyze the runtime behavior of code-generating models?,58
2412.19834,how can I make watermarks in diffusion models resistant to adversarial removal?,3
2412.17616,how are facial expression analysis techniques being applied to IoT-based healthcare and security?,1
2412.05587,can a domain-specific knowledge base improve LLM performance for Earth Engine scripting?,221
2501.01435,what are the main cybersecurity risks introduced by deploying general-purpose AI as core OS components?,54
2410.18475,how can knowledge transfer between metabolic graphs improve gene-metabolite link prediction?,1
2412.06312,what extensions to planning languages are needed to better represent complex real-world processes?,491
2411.10464,what deep learning techniques are most effective for real-time disengagement monitoring in digital classrooms?,1
2412.16788,how to combine contrastive learning and reconstruction to detect anomalies in attributed graphs?,3
2511.21448,how can we systematically benchmark LLM-based email security systems against phishing?,4
2512.0553,how to improve multimodal model reasoning by integrating multiple rationales?,14
2511.01018,can machine learning models predict repeat severe asthma attacks using electronic medical records?,1
2511.11252,what benchmark exists to test the reasoning and ethics of autonomous drone flight agents?,1
2511.15002,how can sharpness-aware minimization improve the training stability of network resource management agents?,2
2512.09319,how can we develop data-efficient and physics-aware AI models for resource-constrained industrial environments?,11
2511.05625,what are the risks and benefits of using AI partnerships in educational classroom dialogues?,1
2511.04144,how do AI programming assistants influence the way students learn and think about code?,3
2511.13365,how can we decompose and filter redundant information to prevent data reconstruction in split inference?,1
2512.1472,how can we systematically evaluate how well AI agents perform on social media tasks?,40
2512.07009,what techniques can be used to optimize real-time video analytics pipelines for livestock?,1
2511.08206,how should LLMs be evaluated on structured electronic health record tasks?,4
2511.19457,how can we improve the efficiency of running deep neural networks on edge devices?,25
2512.23889,do large language models accurately reflect diverse American public opinions on climate change?,1
2512.04359,how can entropy signals be used to improve the reasoning performance of language models?,105
2510.26384,"what is an efficient way to create small, representative subsets for testing AI models?",466
2512.14181,how can we visualize quantum encoder performance to choose better QNN architectures?,1
2511.17592,what open-source tools are available for studying LLM-driven evolutionary optimization?,2
2511.16582,how can we categorize different arguments regarding whether AI can be conscious?,14
2511.15141,how can we improve RAG for recommendation by focusing on item-level retrieval?,5
2605.26754,how can we prevent large language models from being manipulated by poisoned search data?,890
2605.28098,how do biases in individual agents combine to affect fairness in multi-agent systems?,1
2605.21974,how do table layouts and schema constraints interact when extracting knowledge graphs?,29
2605.07896,why might a chatbot interface be an unsuitable design for complex or high-stakes AI tools?,6
2606.03161,what infrastructure is needed to enable secure and trusted interaction between autonomous agents?,12
2605.16043,is a state-based policy better than vision-based for robotic rope manipulation tasks?,16
2605.26646,can we use reinforcement learning to automatically optimize multi-agent LLM workflows?,4
2605.10804,what AI frameworks can improve mental health screening and support on university campuses?,1
2606.05792,how accurately can current large language models generate formal verification specifications?,32
2605.1177,how can I verify that an AI agent's skills match its declared capabilities?,23
2606.03252,how can drones navigate unseen environments without pre-defined rules?,2
2605.27331,how to build a reliable AI assistant for legal competition research?,4
2605.19147,how can I use prompt rewriting to prevent LLM data poisoning?,1
2605.3028,can a single vision-language-action model handle multiple robot embodiments and tasks?,48
2605.29068,how can I achieve robust AI safety without the latency of explicit reasoning?,5531
2605.05951,how to create stable world models for planning over long time horizons?,20
2605.09515,how can I prune redundant attention heads to increase transformer efficiency?,147
2605.15543,can NLP word embeddings be used for domain-independent game state abstraction?,1
2605.05402,how can I use existing CCTV to measure the effect of traffic calming measures?,1
2605.30854,how to prevent LLM agents from exploiting or colluding in strategic environments?,177
2106.1359,how can co-evolutionary training methods improve GAN performance?,2
2107.05747,can Hebbian networks perform Bayesian inference and minimize cross-entropy?,7
2110.00804,how to integrate program structure into transformer-based reasoning models?,41
2106.05876,which deep learning architectures work best for multi-sensor transport detection?,43
2106.06842,how can hypernetworks help improve gradient approximation in RL algorithms?,5
2109.00882,how to improve coordination between agents in partially observable settings?,221
2111.00185,what are the convergence rates of policy gradient methods under weak smoothness?,1
2111.02374,what are the legal risks of using public image datasets for commercial AI products?,1
2110.03092,how can I build a single framework to detect OOD and adversarial inputs?,512
2110.12399,how can I make neural architecture search more interpretable while satisfying latency constraints?,2
2110.1108,what is a good dataset to use for training machine learning models for mouse movement authentication?,1
2109.06489,how can I capture relationships between variables across different time steps for forecasting?,168
2110.00695,how can deep learning models be used to predict future rain fade in satellite communications?,1
2111.02034,what are the key legal obligations and best practices for building machine learning datasets?,1
2109.12073,can graph neural networks improve reinforcement learning performance for power system control?,2
2110.02497,does pretraining on large datasets actually improve performance in downstream reinforcement learning tasks?,1
2106.03099,how can I provide provable guarantees that a neural network is safe from adversarial attacks?,20
2108.12805,how can I use masked weight perturbations to improve the robustness and generalization of my models?,2
2111.07736,how can I design modular neural networks that learn sequences of tasks without forgetting previous knowledge?,8
2108.13093,how does adversarial training affect the frequency sensitivity and feature reliance of reinforcement learning policies?,1
2211.08282,what is the relationship between equivariant representations and input augmentations in self-supervised learning?,2
2211.04076,what are the best kernel-based methods for approximating self-attention with linear complexity?,1
2208.06975,why do standard graph neural networks struggle with graph coloring and how can they be improved?,16
2209.09344,how do different observation and action space choices impact the performance of reinforcement learning for crowds?,6
2207.0619,how can I improve the quality of solutions found by neural solvers using beam search?,1
2211.05567,what is the current state of using deep neural networks to solve partial differential equations?,1
2210.08349,how can I decide when to update the world model in model-based reinforcement learning?,5
2211.08583,do adaptive optimizers perform better than non-adaptive ones for out-of-distribution tasks?,3
2212.04717,how accurate do our models of human behavior need to be to reliably infer human rewards?,1
2211.08742,how can I audit medical machine learning models for biases related to patient severity?,1
2206.11054,can sparse attention mechanisms improve decision-making in multi-agent reinforcement learning?,9
2212.03513,how can I objectively evaluate and select the most faithful explanation method for my model?,22
2207.08137,can game theory be used to guarantee optimal adversarial robustness for neural networks?,1
2210.15755,what is a more efficient approach to approximate policy iteration for planning in MDPs?,1
2207.03075,what are the best practices and benchmarks for applying federated learning to medical data?,3
2211.05946,how to use reinforcement learning to manage energy storage and flexible loads in microgrids?,13
2211.15839,can neural networks effectively learn to execute planning algorithms in continuous action spaces?,1
2206.07551,how can I perform domain adaptation when the target domain contains previously unseen classes?,2
2206.09991,what loss functions should I use to handle imbalanced data in regression tasks?,3
2212.13925,how does inference time affect the prediction quality of deep learning models in real-time systems?,1
2311.06917,how can reinforcement learning be used to optimize client selection in federated learning?,113
2311.06567,can causal relationships be learned from latent variables without any supervision?,12
2309.16928,how to train concept bottleneck models to better incorporate user-provided concept corrections?,1
2310.10692,can generative models automatically invent diverse and difficult programming problems?,1
2310.15793,how can learning subspaces of parameters improve the few-shot performance of language models?,1
2311.1009,what is an efficient framework for running hardware-accelerated multi-agent reinforcement learning?,13
2312.15122,how can large-scale reinforcement learning be applied effectively to autonomous driving?,1
2310.05373,can quantum computing achieve tighter regret bounds for bayesian optimization than classical methods?,1
2312.15909,how can I learn generalizable task representations for reinforcement learning from limited offline data?,2
2310.15154,how do large language models represent sentiment internally?,2
2310.02605,how can multi-agent reinforcement learning be used to optimize power network topology?,1
2310.06117,what is a prompting technique that helps LLMs reason through abstraction?,2
2310.17191,how do language models link entities and attributes when given in-context information?,1
2310.11678,how can I train reinforcement learning agents for tasks where rewards depend on state history?,249
2309.15293,how can we decorrelate data collected from embodied agents in reinforcement learning?,64
2310.03718,how can we train safe reinforcement learning agents to adapt to different safety constraints zero-shot?,3
2312.01472,is there a library to standardize benchmarking for multi-agent reinforcement learning?,1
2311.17565,how can I mitigate biases when using multi-step updates in goal-conditioned reinforcement learning?,1
2310.09222,what are some fast algorithms for learning causal structures in Bayesian networks from data?,1
2312.05479,how can I reduce the computational overhead of graph transformers while maintaining accuracy?,1
2412.12456,how are graph neural networks and large language models being combined in recent research?,48
2410.09964,how can lower-dimensional projections improve cell type classification from scRNA-seq data?,1
2410.23483,how can I perform an adversarial attack on a multi-model system when I only have partial knowledge?,1
2411.02142,what are the compute-optimal scaling laws for training protein language models?,1
2411.00666,how can I improve PPO performance by changing the outer-loop gradient optimizer?,6
2412.08147,how can Bayesian model merging help find good weights for multitask finetuning?,1
2411.00074,what is a generic method for sampling sequential patterns from continuous data streams?,2
2411.14507,how can I compress transformers by fusing layers instead of just removing them?,133
2411.19285,how can I make differentiable convex optimization layers faster for deep learning?,10
2412.11408,how to handle data heterogeneity and improve generalization in federated learning?,24
2410.22984,how can I model higher-order interactions across time and space in time series?,1
2412.15373,can Kolmogorov-Arnold networks improve non-linear causal discovery in time series?,3
2410.10365,how to perform graph contrastive learning without using positive sample pairs?,7
2411.06765,what deep learning methods are effective for automated fault diagnosis in nuclear plants?,1
2412.09843,how can I recover causal mechanisms from observational data using causal orderings?,1
2411.15951,what are the fundamental limits of identifiability and misspecification in IRL?,2
2412.0056,can overfitting be used as a strategy to improve anomaly detection performance?,1
2411.02666,how to use large language models to categorize travel modes and sentiment from social media?,1
2410.10481,how can I customize an LLM for my domain without exposing sensitive training data?,201
2412.07224,how can weight orthogonality improve performance in continual reinforcement learning?,1
2511.10848,how can I adapt general time series foundation models for EEG-specific classification tasks?,4
2511.13351,how to implement continual learning in multimodal food analysis models?,2
2511.01819,how can I make indoor localization models robust to changing room layouts?,556
2511.00532,which machine learning models are best for long-term air pollution forecasting?,1
2512.12688,how do specific prompt engineering techniques change the semantic behavior of language models?,28
2511.13612,how can reinforcement learning be used to train LLMs for high-level physics problem solving?,1
2511.11593,how can I generate sound logical explanations for predictions made by mean-aggregation GNNs?,1
2512.13186,how to represent polymer ensembles for machine learning to capture physical properties?,1
2511.03095,how to detect rare anomalies in high-dimensional data using self-organizing kernels?,1
2512.13741,how can latent space analysis detect adversarial jailbreak attacks in LLMs?,34
2512.2255,what is a unified encoder-decoder architecture for generalized time-series forecasting?,6
2512.16901,how do historical training data biases impact the fairness of news classification models?,1
2512.11145,how to improve the visualization and clustering of complex scientific ensemble data?,1
2512.2042,can task-specific normalization replace complex modules in multi-task learning?,1
2511.15432,how do internal layers contribute to predictions in tabular in-context learning models?,1
2512.01457,how can LLMs perform adaptive inference with zero-overhead introspection?,157
2512.09198,how to use machine learning to personalize transcatheter heart valve selection for patients?,1
2511.15067,how to develop deep learning models for prognostic prediction in colorectal cancer using images?,41
2511.06157,how to identify top-performing activity recognition models without full training?,1
2511.11743,how to maintain accuracy and stability in quantized Mixture-of-Experts models?,3
2606.03238,how can we classify and anticipate different types of RLHF reward hacking?,11
2605.29467,how to preserve closed-form inference when stacking probabilistic model components?,40
2605.1294,what are the fundamental expressivity limitations of probabilistic circuits compared to LLMs?,2
2605.12312,how to design reinforcement learning agents that are robust to environmental delays?,150
2606.0013,how can tensor network factorizations be used to compress deep learning models?,10
2605.10189,how to align protein design models to functional preferences without losing designability?,14
2605.05524,how to discover interpretable causal modules in scientific time series data?,3
2605.18826,what are the distinct roles of routing and filtering in transformer attention heads?,18
2605.13652,how do different low-rank pre-training methods compare beyond validation perplexity?,1
2605.13687,how does increasing context length or adding reasoning improve language model performance?,9781
2605.00082,can the Forward-Forward algorithm be optimized for faster inference in image classification?,128
2605.12058,how can we balance gradient concentration and stability in reinforcement learning for LLMs?,788
2605.02278,what is a robust deep learning method for imputing missing values in time-series data?,46
2605.11347,how can I align diffusion models with rewards without using gradient backpropagation?,3
2605.16806,how to handle unreliable sensor data in multimodal student collaboration models?,205
2605.04418,what is the role of explicit manifold constraints in stabilizing LLM pre-training?,1
2605.18864,how to improve exploration in reinforcement learning for reasoning-focused LLMs?,54
2605.31558,how do transformer attention heads differ in their ability to perform positional vs symbolic tasks?,3
2605.18224,how can I detect and prevent constant collapse in variational autoencoders?,2
2605.02943,is there a benchmark environment for training clinical reasoning agents in healthcare?,140
2106.03518,how can I make emotion cause extraction models robust against dataset position bias?,2
2107.04132,what are the current trends and tools for researching embodied agents in Text Worlds?,1
2112.05417,how can I rewrite stories for counterfactual scenarios while keeping minimal changes?,1
2108.07005,how to achieve fast inference in spoken language understanding without losing accuracy?,2
2105.1388,can I use existing pre-trained models to train larger ones more efficiently?,18
2107.04007,does observing AI-generated text improve human creative writing performance?,1
2110.02834,can adding relation prediction as a training objective improve knowledge base completion?,1
2105.11698,how can I generate questions with controllable difficulty levels based on inference steps?,1
2111.13611,how can I predict whether a document contains useful relational information for knowledge bases?,1
2109.0685,how can I perform a comprehensive evaluation of open information extraction systems?,2
2106.01354,how can I generate multiple proof graphs for natural language rule-based reasoning?,1
2110.08144,is there a modular and iterative approach for multilingual open information extraction?,1
2106.07275,how to perform grounded response generation in document-based dialog systems?,3
2109.13089,can I use text mining to automatically generate leaderboards from scholarly publications?,1
2110.12201,are there specialized language models trained on Spanish legal corpora?,1
2106.01666,how does chatbot self-disclosure influence user perception and recommendation acceptance?,1
2109.09825,what data augmentation methods help detect anaphoric zero pronouns in pro-drop languages?,1
2111.05721,how can I use NLP to automatically identify critical facts and arguments in legal cases?,7
2110.08551,how can I compress large language models using hierarchical knowledge distillation?,15
2211.04476,how can I automatically detect and interpret underperforming groups of data in NLP?,13
2212.10189,how can I make knowledge base question answering systems robust to unanswerable questions?,1
2210.13236,how to exhaustively interpret and probe multilingual language models across languages?,2
2210.09338,how can I pretrain a model to deeply fuse text with knowledge graph information?,5
2206.11147,what is the reStructured pre-training paradigm for language models?,1
2212.09278,how can I build a conversational text-to-SQL system using generative pre-trained models?,1
2208.00638,how can I perform efficient and composable text editing in a latent space?,1
2210.17517,are there unified benchmarks for testing mathematical reasoning skills in intelligent systems?,1
2208.09354,how can I perform end-to-end event extraction from electronic health records?,1
2210.07519,are large language models capable of making rational decisions like humans?,192
2210.07382,how can injecting symbolic actions improve the reasoning performance of transformer agents?,1
2212.08105,how can I incorporate radicals and pinyin to improve Chinese text classification models?,2
2210.0634,how to prevent medical report generation models from hallucinating references to prior history?,1
2207.14393,can synthetic data from language models replace human data for training dialog agents?,10
2210.07493,how to generate stories that reflect the protagonist's changing psychological states?,1
2210.15387,how to use multi-task learning and self-supervised models for speech severity assessment?,1
2212.08635,how can I improve zero-shot open-domain question answering using self-prompting?,1
2210.05773,how to design a bilingual dialogue system that handles switching between languages?,135
2211.1488,how to combine data generation and active learning to improve QA in low-resource settings?,1
2210.13312,do modern large language models actually possess social intelligence or theory of mind?,2
2312.09907,can modern language models effectively perform text simplification for German narrative documents?,2
2311.09033,what is the best way to evaluate linguistic acceptability across multiple languages?,1
2310.16225,how to handle annotation noise in popular named entity recognition benchmarks?,2
2310.04407,how can I train language models for text retrieval using policy gradient methods?,1
2311.03963,how to build a model that detects metaphors by comparing word expectations and realizations?,1
2310.06422,how effective are current large language models at detecting propaganda in text?,1
2309.11508,can large language models reliably autograde short textual answers in educational settings?,1
2310.16763,is there a simpler alternative to PPO for aligning language models with human feedback?,600
2310.14107,do grammar models trained with visual cues transfer well to new domains?,1
2312.00584,should artificial intelligence be used to automate judges in common law systems?,1
2311.00262,how to create a reusable dialogue policy planner for LLM-powered agents?,19
2309.14379,how can LLMs be used to scale and automate qualitative data analysis in the humanities?,13
2310.18371,how to decompose complex questions into simpler steps without fine-tuning?,39
2312.16659,can LLMs help reduce the effort required to write personal identity narratives?,22
2311.07022,what is a good benchmark for assessing temporal grounding in video-language models?,3
2311.07925,how can diffusion models improve representation learning from speech-related EEG signals?,1
2311.04931,what are the technical details of the open-source GPT4All model ecosystem?,40
2312.01398,how can NLP be used to detect potentially unfair sentences in commercial contracts?,14
2309.13702,how do current dialogue models perform when acting as Game Masters in RPGs?,1
2311.17892,how to bridge linguistic theory and NLP using quantum-ready semantic circuits?,11
2412.03331,how to improve sentence embedding models for low-resource languages like Luxembourgish?,4
2411.145,how to balance accuracy and fairness during the training of large language models?,6
2412.0937,how can I perform word sense disambiguation on plain text without predefined spans?,1
2412.15277,how to use perplexity to regularize prompt learning in vision-language models?,1
2412.11385,"why do LLMs frequently overuse certain words like ""delve"" in scientific writing?",1
2411.14497,how to automate the improvement of instruction tuning data using multi-agent systems?,20
2412.17747,can an offline coprocessor improve LLM reasoning by augmenting the key-value cache?,43
2411.07845,what are the common ethical concerns discussed in recent NLP research papers?,1
2412.04342,how to incorporate unstructured document knowledge into retrieval-augmented translation?,1
2412.20072,how can large language models extract information from long documents containing both text and tables?,1
2410.18336,how do you measure the creative potential of large language models in solving complex math problems?,3
2410.13413,can language models improve their own outputs by refining their reasoning steps?,156
2412.11556,how can I get better sentence embeddings from a decoder-only LLM without additional training?,2
2410.23746,how well do state-of-the-art AI detectors perform against realistic human-revised text?,74
2412.0843,how well do large language models provide personalized mentoring for students of different backgrounds?,2
2411.03769,where can I find a multilingual vision-language dataset for emotional image captioning?,1
2411.02461,how can I control multiple traits like safety and honesty in an LLM without retraining?,24
2410.15956,how to evaluate and improve the grammatical naturalness of LLM outputs in languages like French or Chinese?,2
2410.2389,what is a scalable way to build machine translation systems for low-resource languages during crises?,1
2411.00029,how to adapt large multi-modal models without losing pre-trained knowledge?,9
2511.01359,how can I detect factual inconsistencies as the model is generating text?,19
2511.01689,how to effectively train a specific personality or persona into an AI assistant?,705
2511.01305,how can I improve question answering for complex technical standards like 5G?,1
2511.1722,how do I measure if a language model is susceptible to social pressure and sycophancy?,8
2601.09719,is there a more efficient and stable alternative to standard layer normalization for LLMs?,265
2511.07458,how can I evaluate log summaries effectively without having reference summaries?,1
2511.08507,how can I build a dataset for Bangla sign language translation in a low-resource setting?,4
2512.02363,how to build a safe and adaptive question answering system for sensitive service domains?,1
2511.17405,how to replace multiple-choice benchmarks with open-form questions for more reliable AI evaluation?,49
2601.00797,how can I use large language models to simulate social personas for qualitative hypothesis generation?,3
2511.14603,what methods can be used to model the transition from acute kidney injury to chronic disease?,1
2511.21737,how can I evaluate the internal semantic consistency of an LLM's latent beliefs?,25
2510.26543,what do linear decoding operators in transformer models actually represent about stored facts?,4
2512.12168,how can I use tree search techniques to improve text generation in diffusion language models?,3
2512.07218,how can combining symbolic logic with LLMs improve temporal reasoning accuracy?,1
2512.09563,what is an effective framework for detecting fine-grained hate speech in Chinese text?,1
2602.2337,how can I efficiently segment very long documents into coherent semantic chunks?,1
2512.03082,how can I reduce choice-supportive bias in large language models during evaluation tasks?,218
2601.0972,how to incorporate uncertainty modeling into knowledge graph-based question answering?,3
2512.1008,are large language models actually performing reasoning or just mimicking patterns?,1
2605.26893,how can I ensure that an LLM's chain-of-thought reasoning is actually faithful to the source?,72
2605.29889,do LLMs fail clinical triage tasks because of knowledge gaps or output formatting?,5
2605.19723,what are the current state-of-the-art methods and benchmarks for mathematical reasoning in LLMs?,5
2605.09253,why do some tokens in LLM distillation resist correction and provide no functional utility?,1
2605.2524,is pairwise preference evaluation better than rubric-based scoring for expert-level tasks?,1
2606.08056,how can I improve the modeling of spatial pointing gestures in sign language processing?,1
2605.15102,how can I improve contextual tracking in multi-turn dialogue systems without external memory?,3
2605.04523,what is the best strategy for using ensembles of LLMs to generate faithful multi-turn responses?,11
2605.22963,how can graph neural networks be used to detect hallucinations in language model outputs?,51
2605.07271,why does pruning layers from a large language model cause sudden performance collapse?,1
2605.10606,how can I measure how well language model embeddings capture specific authorial styles?,1
2605.09533,is RAG or fine-tuning more cost-effective for adapting LLMs to enterprise domains?,1
2605.28669,how to inject word-sense disambiguation capabilities into a pretrained language model?,12
2605.01831,how do you measure the generalizability of reward models used in RLHF?,196
2605.07234,what are the best strategies to reduce KV cache memory usage in long-context inference?,10
2605.2073,how can I compress demonstration examples into task vectors to improve inference efficiency?,1
2605.28006,what frameworks exist for interpreting the reasoning pathways inside large language models?,1325
2605.23039,how do language models learn what structures are unacceptable without direct negative evidence?,1
2605.27091,how can I make open-ended question answering more reliable using set-valued predictions?,1
2605.09536,how to accelerate diffusion language models without compromising generation quality?,1
2108.13344,how can synthetic data generation improve model performance in agricultural computer vision?,11
2106.11054,what cognitive frameworks exist to explain features learned in self-supervised image models?,1
2107.07191,can synthetic images train accurate deep learning models for food instance segmentation?,1
2111.1323,how to improve the generalizability of federated learning for histopathology image analysis?,1
2111.04138,how can sensitivity analysis be used to generate efficient explanations for neural networks?,396
2110.06443,what methods allow for intuitive control over style and content in image translation?,27
2111.12873,how can deep networks be designed to maintain equivariance to arbitrary transformations?,1
2112.12072,how to model hierarchical relationships between text and images in news summarization?,121
2112.11242,how can unsupervised deep learning be applied to detect plant diseases in multispectral images?,2
2105.08655,how can I use semi-supervised learning for damage assessment on aerial drone images?,3
2106.10731,what is an effective approach for discovering new object classes given a small labeled set?,655
2108.08344,where can I find competitive benchmarks for multi-modal video reasoning tasks?,1
2105.10686,can deep learning be used to automatically identify urinary stone composition during surgery?,1
2111.15,how can I make case-based image classifiers more robust to object pose variations?,1
2109.01594,how to increase the receptive field of neural networks without making them deeper or more complex?,29
2110.1232,how can I improve webpage element extraction by combining visual and DOM structure features?,1
2106.11236,does randomly jittering GPS coordinates sufficiently protect the location of sensitive wildlife camera traps?,1
2105.09596,what are the best anchor-free object detection architectures to balance feature abstraction and detail?,1
2107.02156,is it possible to use a single appearance model for multiple different visual tracking tasks?,1
2107.02655,how can spatial transformer networks help normalize pediatric images for better segmentation?,1
2209.15458,what is the best way to encode polygonal geometries into an embedding space for downstream tasks?,1
2209.04648,how can I improve crack detection models to handle varying lighting and background noise?,1
2211.1063,how can I build an explainable fetal ultrasound assessment model that mimics expert decision-making?,5
2212.00935,how can I combine attention and convolution to extract fine contour details from mural images?,2
2212.00352,where can I find a labeled dataset for detecting objects using forward-looking sonar?,3
2209.11693,how can robots learn to predict 3D scene dynamics from raw video observation?,1
2209.12746,what is the best paradigm for obtaining latent codes that allow for high-fidelity image editing?,5
2212.08731,how can I estimate 3D human poses from multiple views without using labeled 3D data?,1
2208.00223,what is an effective way to augment LiDAR point clouds to improve 3D object detection?,2
2212.10537,how well do vision-language models like CLIP handle compositional reasoning and concept binding?,42
2206.07634,what is a data augmentation method that handles occlusions and reuses existing labeled 3D data?,1
2207.00067,how much labeled data is actually needed to effectively adapt a segmentation model to a new domain?,3
2208.07021,can predictive coding theory be used to design a more efficient neural network for predicting future video frames?,1
2209.12599,how to perform unsupervised cross-modal retrieval when labeled data is scarce or missing?,23
2209.03466,how can I embed an invisible signature into images generated by a GAN for ownership verification?,1
2208.00788,can using optical flow features improve the detection of deepfake videos?,43
2209.08891,how do homoglyphs in text prompts lead to cultural biases in generated images?,16
2207.05957,how to handle domain shift in open-set recognition tasks effectively?,111
2209.06629,which model architecture performs best for sketch-based image retrieval?,1
2206.10177,how can attention mechanisms improve the performance and efficiency of spiking neural networks?,11
2311.18775,how to design a model that supports interactive any-to-any generation with interleaved inputs?,21
2310.1467,how to detect and mitigate dataset biases in multiple-choice visual question answering?,3
2312.01367,can diffusion models be used for face recognition based on textual descriptions?,1
2312.02189,how to reduce multi-face artifacts when generating 3D models from 2D diffusion priors?,45
2312.04913,how can I improve the transferability of adversarial attacks against vision-language models?,3
2310.15098,what is an efficient annotation strategy for tumor localization in 3D medical images?,85
2309.11858,how to achieve stable image reconstruction for linear computed tomography in different scenarios?,6
2309.10783,can large language models perform multimodal video classification using text proxies alone?,265
2310.13103,how can integrating audio and visual cues with transformers improve deepfake detection accuracy?,421
2311.03035,how can I make vision transformers faster while maintaining performance?,3441
2310.20695,how can I incorporate human body structure into masked image modeling pre-training?,1
